1	-32	-259	60	117	-936	311
1	-6	-202	-30	126	-305	-443
1	28	-315	15	-122	-412	775
1	16	-225	-31	-78	719	311
1	-5	-231	24	227	-547	183
1	17	-347	-27	63	57	108
1	-14	-274	0	-48	501	-79
1	-1	-237	-46	179	34	381
1	30	-253	-12	191	-60	-235
1	-26	-267	-109	99	-144	639
1	-6	-228	8	15	595	26
1	-30	-359	-45	93	-583	-150
1	-37	-231	-55	15	-348	-421
1	7	-375	-13	-212	-567	729
1	11	-242	-20	16	312	215
1	23	-197	-96	-395	-313	-530
1	-16	-249	-75	-223	49	-449
1	-2	-304	-12	-49	-699	915
1	-2	-216	30	140	771	115
1	68	-229	-52	-100	-35	395
1	0	-214	12	155	-467	36
1	-24	-198	-53	26	-51	-287
1	-55	-331	7	-204	200	243
1	11	-226	-5	-187	311	406
1	88	-274	63	-224	-90	-218
1	18	-235	-17	-68	-553	-228
1	23	-362	-43	-32	274	-49
1	-21	-309	38	-196	269	48
1	-12	-338	-37	-396	-601	-111
1	85	-287	60	-103	-368	-155
1	1	-211	-25	-103	-414	-348
1	1	-180	-75	-409	470	469
1	25	-245	-53	184	413	437
1	19	-309	-29	-344	417	-927
1	-10	-262	33	362	-635	270
1	-16	-214	-45	-110	-32	-540
1	-15	-266	9	221	600	0
1	13	-239	-43	36	75	406
1	12	-162	-124	-496	-864	-536
1	24	-293	13	505	-979	293
1	17	-250	-171	116	33	643
1	0	-271	3	74	697	-238
1	19	-243	-46	78	371	460
1	-49	-249	-69	-482	-603	-538
1	18	-242	11	-125	-566	-116
1	-25	-232	-40	-64	-200	-524
1	38	-290	-52	-508	609	374
1	-49	-319	22	107	-36	311
1	83	-203	-39	-117	-431	403
1	-12	-262	-65	-52	373	-1071
1	9	-220	-36	493	-720	160
1	13	-216	-34	2	-377	-457
1	-16	-280	-54	-369	363	-9
1	6	-196	-20	144	553	486
1	-27	-348	-28	-594	-438	-238
1	68	-301	71	-140	-79	-248
1	-23	-235	-58	482	21	-239
1	-14	-285	32	-229	114	337
1	17	-224	-18	-172	577	206
1	-13	-333	-70	888	-483	37
1	13	-221	-22	-136	-526	-406
1	-39	-211	-60	259	-93	-337
1	26	-398	-33	-392	-484	860
1	-11	-236	17	128	702	-122
1	5	-299	-44	-61	548	-1036
1	-12	-264	39	191	-620	235
1	-4	-218	-39	-108	-546	-425
1	34	-302	-58	-555	476	391
1	-14	-220	-8	-135	-453	365
1	62	-319	-50	929	-682	145
1	24	-232	72	136	32	-216
1	33	-223	3	285	-331	-329
1	26	-372	-12	-101	-739	1093
1	-29	-214	5	137	421	-69
1	29	-252	-37	69	-137	543
1	8	-182	-64	-635	-581	-612
1	21	-236	-5	-87	-349	-306
1	-49	-231	-53	480	59	-274
1	-4	-316	27	-188	300	104
1	-2	-236	-8	-57	504	344
1	6	-271	43	501	-1132	215
1	21	-224	47	216	-952	-121
1	0	-195	-3	6	-747	-109
1	38	-211	21	109	-941	-97
1	21	-189	4	0	-985	-165
1	-3	-193	-33	16	-1244	-398
1	-13	-218	-48	-127	-1402	-488
1	-65	-184	-48	-217	-96	-522
1	-39	-223	-90	349	-3	-450
1	-19	-321	-40	410	248	-128
1	5	-342	-29	22	122	-117
1	55	-330	-51	-384	286	516
1	81	-208	-98	-121	-206	971
1	70	-311	-143	-112	-406	977
1	24	-365	-102	-144	82	507
1	-5	-320	-32	138	346	-213
1	-25	-137	-32	-326	-46	-698
1	-24	-163	-26	-277	-458	-654
1	-23	-165	-33	7	-629	-519
1	-7	-198	-3	-65	-877	-155
1	19	-232	3	635	-902	197
1	80	-285	25	-154	62	-134
1	49	-318	46	-47	390	-507
1	78	-516	-204	-590	581	-980
1	-46	-220	-104	-732	482	-1484
1	30	-347	-51	343	-683	186
1	132	-183	-45	255	-261	717
1	120	-145	-45	-417	-7	452
1	-2	-192	-31	50	-6	809
1	-10	-192	-19	52	373	734
1	1	-174	-3	-144	815	485
1	15	-243	37	101	1157	204
1	-108	-269	36	288	319	62
1	-86	-262	95	277	-249	565
1	-7	-555	-149	-526	-600	728
1	81	-213	-123	85	-309	1102
1	-59	-259	-83	368	129	-418
1	-87	-192	-61	83	-52	-554
1	-51	-154	-26	-152	215	-542
1	-24	-152	-11	-495	-242	-684
1	25	-237	56	-184	-999	-9
1	61	-272	13	517	-743	111
1	34	-253	-17	140	-140	-85
1	18	-283	52	111	371	-442
1	-15	-370	-53	483	-606	-116
1	123	-134	-44	-333	-1072	436
1	10	-167	-34	13	15	666
1	-41	-218	-2	-44	1035	-20
1	-180	-451	-337	-682	-259	379
1	-7	-355	-93	323	-493	569
1	-43	-152	-21	-706	-224	-674
1	-9	-223	3	-2	-1281	27
1	-74	-204	-44	345	593	-1905
1	85	-239	-102	237	-331	600
1	2	-163	-34	210	589	869
1	-9	-303	21	152	1372	76
1	111	-390	-101	-226	-31	991
1	-81	-149	-55	-366	245	-713
1	-12	-165	-39	-16	-683	-644
1	38	-238	40	70	-1101	8
1	96	-467	-162	-325	1367	-1477
1	18	-353	-82	188	-626	131
1	106	-130	-54	-513	282	570
1	2	-163	-39	118	865	498
1	-46	-252	12	13	-311	331
1	79	-207	4	-87	-1077	1375
1	-49	-187	-72	27	-1055	-699
1	-54	-156	-26	-46	-319	-598
1	43	-327	13	154	343	-439
1	-82	-193	-123	-66	369	-1958
1	94	-268	-81	137	-415	554
1	40	-164	-23	-467	151	638
1	3	-292	4	434	1230	143
1	-89	-279	35	-2	-402	426
1	90	-243	-81	210	-394	1423
1	29	-312	-20	280	224	-150
1	1	-225	-15	91	-1003	25
1	17	-241	44	454	-425	-337
1	53	-320	18	17	591	-442
1	-67	-220	-59	-217	546	-1902
1	79	-293	16	-127	305	-876
1	17	-560	26	-561	-138	-1226
1	38	13	-83	-236	-1577	461
1	-108	-430	6	-85	754	-722
1	87	-3	-80	-72	-1372	721
1	-67	-442	7	313	721	-775
1	-12	-513	-329	-784	1568	-1244
1	28	14	5	915	-1561	1336
1	82	-122	-204	1084	641	713
1	-59	-93	19	621	-1017	907
1	-170	-472	-67	-368	867	-753
1	51	-574	-146	-816	1484	-574
1	-90	-467	-4	-56	797	-700
1	-80	-482	45	-17	-544	-1389
1	-23	-85	-66	68	-521	-494
1	-52	-375	1	-169	669	-787
1	-11	-53	-95	-256	-1219	-375
1	49	-281	6	198	1453	-565
1	32	-386	-198	-19	-1164	-442
1	-46	-17	-45	877	653	-753
1	58	-389	-98	-157	-982	105
1	-12	-12	-48	1381	112	-929
1	92	-257	30	-736	1307	-794
1	-167	-484	-340	-631	-214	-1243
1	-29	-435	-25	-79	812	-583
1	-60	-492	72	349	-384	-1196
1	43	18	-73	59	-1842	686
1	-88	-485	-10	72	894	-633
1	101	25	-27	142	-1390	1251
1	-177	-513	-24	-219	884	-614
1	127	-462	-307	-299	1649	86
1	32	2	-82	405	-1990	1036
1	191	-491	-142	-455	1061	24
1	67	76	-146	59	-1708	484
1	-138	-488	21	363	1252	-613
1	120	-630	241	-568	-320	-1549
1	12	-344	-13	-420	595	-1111
1	-109	-623	-317	506	-151	-1551
1	-59	-67	-82	410	128	-880
1	136	-194	79	-445	1284	-1082
1	-100	-154	-221	864	-585	-512
1	-46	39	-18	-940	666	-1347
1	171	-579	-48	-226	-1265	503
1	-228	-237	-213	1198	-209	-599
1	177	-511	-48	-735	-1233	382
1	-93	-83	-175	1100	-630	-569
1	145	-104	34	-368	1058	-1180
1	94	-411	-94	-549	-1046	336
1	69	14	-3	-371	913	-1708
1	109	-355	-79	-435	-1663	381
1	-18	-46	-7	1300	-219	-918
1	109	-185	79	-268	524	-1215
1	-35	-23	-49	1215	443	-1008
1	113	-60	22	-287	844	-1428
1	161	-397	-20	-677	-1374	356
1	-32	-3	-127	1238	-482	-495
1	212	-448	-104	-868	-1266	306
1	-10	-121	-79	1604	-226	-428
1	116	-74	43	379	463	-1355
1	161	-496	-113	-1012	-1164	678
1	48	-64	-9	-211	347	-1080
1	170	-507	-57	338	-653	506
1	-148	-206	-357	356	-862	-331
1	-87	31	-45	-479	453	-1439
1	108	-578	193	-650	74	1291
1	-73	-11	-125	-287	1342	-525
1	86	-483	-27	-102	-863	617
1	116	-558	208	-501	1232	1743
1	17	-298	-23	598	-1329	1097
1	356	-586	-120	-10	65	1516
1	16	-97	-45	148	484	940
1	-2	-284	-32	-522	-1083	1066
1	68	-108	-37	205	286	759
1	-77	-130	-1	-186	-1318	996
1	-15	-490	-83	-839	1432	219
1	38	-17	-24	732	-123	1137
1	-70	-367	-45	-662	1526	-850
1	124	-143	-299	229	1417	845
1	-39	-51	31	33	-1322	1215
1	-133	-536	-16	17	809	-449
1	-26	-540	-44	1008	1340	-1159
1	16	-437	-62	1521	-1734	1366
1	-288	-420	2	117	851	-1303
1	-51	-335	69	113	-1394	925
1	-122	-148	-11	-277	-2114	902
1	38	-90	5	-2003	-208	-594
1	55	126	-99	-1019	-1345	1294
1	-109	-126	-50	-1251	-280	-553
1	-52	-287	-92	-1911	-20	241
1	4	-140	-90	867	675	-749
1	181	35	-136	1802	41	722
1	-96	95	-143	1303	-138	-1127
1	-120	110	-141	1523	-131	-950
1	139	119	-128	1174	807	486
1	-135	94	-120	1063	-69	-926
1	123	120	-138	1281	549	450
1	77	40	-54	741	395	604
1	-26	34	-27	569	84	-665
1	57	-38	-75	793	494	630
1	-80	89	-68	601	-193	-718
1	4	84	-27	1256	65	-1217
1	218	0	-96	1984	224	340
1	8	-67	-71	1791	124	-1242
1	23	-179	-34	1050	540	982
1	-49	-298	-35	-921	-35	577
1	135	-67	-82	-1181	-1185	1038
1	96	89	-74	-1622	752	-1741
1	-63	31	-34	-262	-1842	1406
1	56	-413	44	-660	-1089	1543
1	-86	-466	13	1122	780	-1696
1	76	-408	-66	899	-2106	871
1	165	-540	-158	-1446	325	379
1	-610	-406	-322	-509	-1286	441
1	151	3	-211	190	881	464
1	-166	87	-101	1322	-127	-964
1	69	-53	-81	1832	-61	821
1	-35	-281	-52	-401	-110	971
1	198	-99	-109	-315	-1094	2393
1	120	82	5	-874	890	-1538
1	-64	-88	-45	-446	-2179	1378
1	175	-447	-13	1260	-1772	827
1	-39	-354	-114	964	2820	-1570
1	-58	-599	-103	-423	-884	-101
1	186	-662	6	-1549	-25	1254
1	-106	-725	66	-1453	110	2105
1	20	-90	-1	668	1041	249
1	-89	13	-116	1220	434	-867
1	170	17	-88	2134	255	513
1	-82	-244	-32	375	51	1103
1	105	-64	-71	-814	-1937	1851
1	80	82	-15	-1656	1061	-1257
1	-115	-148	-31	-1189	-2497	1600
1	67	-405	76	-329	-1784	1449
1	-153	-396	-64	1412	1526	-1506
1	-88	-582	-122	294	-1295	-141
1	338	-840	-104	-1160	-34	2373
1	-64	47	-61	1241	-178	-855
1	111	101	-101	1613	588	9
1	-19	0	-77	1748	125	-1059
1	-138	-233	-47	-127	-203	786
1	-54	18	-83	-814	869	-1755
1	-75	-99	-12	-676	-2217	1732
1	-25	-204	19	-659	1660	-1352
1	92	-387	71	-119	-1236	1634
1	47	-465	-37	1188	-2674	1070
1	175	-689	-15	-445	851	370
1	-526	-707	-315	-1262	27	-2541
1	202	-653	-44	-1452	1001	2102
1	-75	16	-125	1534	97	-924
1	230	111	-107	1782	399	90
1	14	2	-82	1353	101	-1231
1	-36	-282	-28	164	482	890
1	174	5	8	-1371	1495	-1091
1	-31	-128	1	-307	-2029	1607
1	-116	-331	66	-139	795	-964
1	282	-385	-18	996	-1622	1285
1	-439	-717	-97	-1583	67	-2028
1	-123	-705	273	-1206	747	1498
1	78	88	-70	1385	599	213
1	145	-96	-21	808	140	-1144
1	49	-334	-44	-81	292	144
1	13	-191	-62	135	-100	-583
1	-52	-256	-43	78	229	368
1	23	-243	-6	-139	105	-80
1	39	-292	-56	-120	102	15
1	-68	-377	-36	-311	144	347
1	7	-346	-83	-113	503	-588
1	-47	-339	-113	-109	98	285
1	0	-290	-48	120	992	198
1	20	-257	-12	-66	242	-13
1	6	-206	-22	-518	192	-280
1	-24	-242	20	-123	423	-48
1	6	-195	-31	-314	-184	-447
1	7	-193	-72	-528	719	310
1	-9	-301	-38	340	190	205
1	3	-195	-7	-223	401	-203
1	-18	-285	-43	-120	178	-20
1	-11	-258	-47	-50	-7	-3
1	-14	-260	-42	-58	16	-7
1	-14	-264	-41	-27	-1	-1
2	-128	81	-235	-40	7	0
2	-128	77	-241	100	20	0
2	-128	76	-240	-37	45	-3
2	-124	74	-243	-31	16	-10
2	-123	74	-245	-17	44	16
2	-120	67	-251	-36	28	5
2	-118	69	-249	-42	21	-2
2	-116	69	-250	-48	8	-5
2	-116	68	-249	-42	11	8
2	63	-22	201	-69	-14	-35
2	59	-19	206	-22	17	-7
2	61	-24	204	-77	3	-1
2	62	-24	204	-46	11	-3
2	59	-21	208	-42	19	-11
2	57	-19	207	-56	12	0
2	61	-24	207	-93	9	-3
2	61	-19	211	-26	17	-5
2	60	-18	206	-40	13	-3
2	58	-17	209	-36	24	-1
2	-235	-33	-52	-29	6	0
2	-245	-31	-51	-42	-3	14
2	-245	-25	-49	-4	-35	9
2	-242	-33	-44	-10	-24	6
2	-247	-26	-41	-32	18	-6
2	-247	-31	-41	-78	12	-9
2	-245	-32	-45	-70	4	-20
2	-245	-30	-45	-32	3	1
2	-243	-31	-43	-48	13	-7
2	-246	-4	-52	-1	5	5
2	-243	0	-54	-81	32	-8
2	-244	-3	-49	-34	-1	-16
2	-247	0	-46	-47	20	0
2	-244	0	-55	-81	3	-5
2	-246	1	-60	73	22	19
2	-245	1	-59	-49	-18	-14
2	-244	0	-52	-90	95	13
2	-246	1	-59	-40	-32	-27
2	-246	1	-53	-71	-3	-4
2	-194	43	-182	-55	4	4
2	-193	38	-185	-59	-3	1
2	-194	48	-192	-22	1	1
2	-194	45	-188	0	-10	-9
2	-191	42	-188	-48	15	4
2	-196	44	-185	-45	13	-3
2	-194	42	-179	-55	24	-1
2	-195	40	-181	-43	11	-2
2	-196	42	-185	-76	14	-9
2	-195	43	-186	-41	17	2
2	246	33	84	-58	14	-9
2	248	30	91	-43	4	34
2	247	38	81	3	26	18
2	246	46	85	-38	20	-9
2	240	40	92	-54	29	-3
2	242	39	91	-30	21	-8
2	245	45	100	-36	4	30
2	241	37	89	-40	28	4
2	241	39	89	-41	45	11
2	175	0	161	-52	90	-6
2	179	1	162	-43	-13	1
2	180	1	157	-9	24	-12
2	175	5	161	-41	37	-6
2	171	8	155	-56	20	7
2	175	2	163	-49	29	-3
2	172	0	165	-62	51	10
2	166	-1	165	-36	25	-2
2	169	0	167	-43	31	-6
2	167	0	169	-53	30	-8
2	-226	53	-122	-22	54	47
2	-229	61	-120	-45	2	4
2	-227	56	-117	-12	20	17
2	-228	59	-120	-41	39	-14
2	-228	58	-121	-44	28	4
2	-227	62	-121	-44	11	10
2	-225	62	-118	-46	20	-2
2	-221	62	-120	-37	24	-13
2	-227	57	-124	-43	26	-7
